# id 	 z 	 t0 	 x0 	 x1 	 c
321 6.506593e-01 4.760488e+01 6.997565e-05 -5.718118e-01 -3.833097e-01
322 3.987411e-01 7.142037e+00 3.970333e-06 2.999990e+00 4.128734e-01
323 6.982151e-01 -2.656892e+01 1.363893e-05 8.883140e-02 -4.708597e-01
324 7.875840e-01 3.123986e+00 1.038844e-05 1.960839e+00 1.456048e-02
325 6.591506e-01 6.260841e+01 4.384616e-06 -1.178140e+00 6.546424e-02
326 7.798619e-01 7.050603e+01 1.496801e-06 1.370415e+00 5.000000e-01
327 6.314589e-01 5.952276e+01 2.614965e-06 3.000000e+00 6.808465e-02
328 5.247281e-01 5.905886e+01 1.053553e-05 3.000000e+00 -2.748726e-01
329 4.938966e-01 -9.125552e+01 2.179814e-05 2.756130e-02 -5.000000e-01
330 7.209178e-01 6.112697e+01 9.900635e-07 -8.558145e-01 -4.854469e-01
331 2.218365e-01 5.298726e+01 2.923457e-05 3.000000e+00 3.248638e-01
332 9.238553e-01 -5.844467e+01 5.247620e-06 -3.000000e+00 5.000000e-01
333 8.929666e-01 -2.809775e+01 7.057122e-06 7.436929e-01 -3.351274e-02
334 4.311984e-01 8.838449e+01 3.508459e-06 3.000000e+00 7.110428e-02
335 4.002800e-01 9.469397e+01 5.554037e-05 2.999985e+00 -3.690514e-01
336 1.500000e+00 1.679230e+01 4.936592e-07 -3.000000e+00 -2.693561e-01
337 7.244802e-01 7.018332e+01 2.669731e-05 1.261154e-01 -4.196880e-01
338 1.028708e+00 -1.000000e+02 1.486465e-05 2.127907e-02 -3.814048e-01
339 4.379152e-01 -7.218359e+01 2.380654e-05 -2.878345e+00 -1.133758e-01
340 3.496746e-01 5.391137e+01 1.578740e-06 1.000083e+00 2.588884e-01
341 4.943285e-01 -1.764270e+01 3.459150e-06 2.999998e+00 1.487567e-01
342 6.768542e-01 6.813805e+01 3.070564e-06 1.262860e+00 -2.392839e-01
343 7.731424e-01 6.248148e+01 1.256096e-06 -7.411866e-01 -1.179560e-01
344 6.908208e-01 5.134615e+01 1.081142e-06 -3.000000e+00 1.883973e-01
345 3.291434e-01 5.449008e+01 4.898265e-06 3.000000e+00 4.192883e-01
346 9.047662e-01 5.977184e+01 2.722098e-06 -8.282726e-01 -2.459575e-01
347 4.367829e-01 7.182055e+01 1.440557e-05 3.000000e+00 4.893441e-01
348 6.031494e-01 6.290172e+01 2.339788e-06 -7.041500e-01 4.917713e-01
349 5.337253e-01 6.208094e+01 2.738085e-06 -3.000000e+00 -1.555730e-01
350 5.005217e-01 7.244230e+01 2.363646e-06 3.000000e+00 -5.532839e-02
351 7.481734e-01 6.959702e+01 1.480095e-06 1.322870e-01 -3.203523e-01
352 1.000000e-02 4.904755e+01 7.235420e-06 3.000000e+00 3.859880e-01
353 4.743652e-01 1.300998e+01 1.050632e-06 2.999999e+00 2.020136e-02
354 4.657932e-01 5.200303e+01 3.928926e-06 2.999999e+00 1.912409e-01
355 3.578975e-01 6.515250e+01 6.196576e-06 2.999999e+00 4.306281e-02
356 8.026887e-01 7.368206e+01 2.738668e-06 2.337807e-01 1.720366e-01
357 9.387870e-01 5.968391e+01 1.438411e-06 -5.560948e-03 -4.003766e-01
358 7.305151e-01 5.497862e+01 2.520401e-06 1.038883e-01 -3.503402e-01
359 6.726273e-01 6.137565e+01 8.093807e-06 -5.702902e-01 -1.860662e-01
360 4.651609e-01 7.210963e+01 5.207354e-06 3.000000e+00 1.474317e-01
361 7.564425e-01 9.990343e+01 -8.510372e-06 -9.199571e-01 1.714581e-01
362 4.994088e-01 -9.999921e+01 2.761932e-05 -9.292423e-02 -4.786372e-01
363 4.421751e-01 -7.447030e+01 1.465622e-06 1.228505e+00 4.988989e-01
364 6.543810e-01 5.950023e+01 5.438804e-06 -2.546420e+00 -7.722293e-02
365 3.353786e-01 5.076723e+01 8.459596e-06 3.000000e+00 1.906616e-01
366 8.380766e-01 4.202483e+01 1.563169e-06 -1.412204e+00 3.543474e-01
367 5.032919e-01 5.755164e+01 3.112736e-06 2.999996e+00 -7.474985e-02
368 4.937583e-01 6.406305e+00 1.580772e-06 1.719820e+00 2.411065e-01
369 7.083261e-01 -3.847915e+01 7.328072e-05 5.051365e-02 -5.000000e-01
370 5.604421e-01 -8.348726e+01 5.694496e-06 2.211522e-01 -4.379286e-01
371 4.966168e-01 1.186983e+01 1.684873e-06 2.999981e+00 2.495635e-01
372 7.643151e-01 5.150782e+01 2.239255e-05 -2.458499e-01 -4.040450e-01
373 6.126015e-01 6.404081e+01 3.064502e-06 -1.799918e+00 3.671221e-01
374 6.784531e-01 5.552678e+01 6.835110e-06 -5.926885e-01 3.895875e-01
375 6.471578e-01 3.522277e+01 3.459284e-06 3.000000e+00 -1.204249e-01
376 4.661704e-01 -7.819093e+01 2.520756e-05 1.018205e+00 -5.000000e-01
377 5.880536e-01 6.389031e+01 4.299364e-06 2.027674e+00 1.500694e-01
378 7.159678e-01 -2.188108e+01 6.953403e-06 -1.931421e+00 -8.360313e-02
379 1.000011e-02 -6.807545e+01 4.198224e-06 3.061064e-02 4.999985e-01
380 1.132811e+00 -5.410666e+01 1.045434e-05 -3.000000e+00 -1.261773e-01
381 6.611983e-01 4.835284e+01 2.101353e-06 -1.811235e+00 2.828692e-03
382 7.311635e-01 5.068922e+01 8.241889e-07 1.411636e+00 -2.910032e-02
383 7.893879e-01 7.156702e+01 5.134693e-06 1.342139e+00 6.980412e-02
384 4.491197e-01 7.595384e+01 9.726490e-07 -4.892950e-01 3.063288e-01
385 2.650126e-01 7.654711e+01 4.649929e-06 3.000000e+00 5.000000e-01
386 1.575306e-01 5.540888e+01 4.912659e-06 2.716428e+00 4.704753e-01
387 1.500000e+00 -2.040742e+01 8.073044e-06 -1.199739e+00 -2.711159e-01
388 5.959178e-01 7.944832e+01 1.090240e-06 2.999984e+00 -1.902552e-01
389 6.089941e-01 -9.993884e+01 1.404257e-05 -2.980521e+00 -3.823690e-02
390 4.816094e-01 5.295107e+01 3.249609e-06 2.042556e+00 3.541379e-01
391 8.039861e-01 -7.290943e+01 3.950223e-05 -2.039262e-02 -4.999998e-01
392 1.167553e+00 -4.364906e+01 6.124220e-06 -3.000000e+00 -1.174701e-01
393 8.578483e-01 5.428315e+01 3.935428e-06 1.084609e+00 2.081669e-02
394 5.444757e-01 1.000000e+02 1.840598e-06 2.999999e+00 2.140918e-01
395 9.221948e-01 -2.507137e+01 1.389953e-05 -9.062272e-02 -3.512682e-01
396 4.654132e-01 -5.369701e+01 2.128371e-05 1.099867e+00 -4.999999e-01
397 6.299250e-01 6.624986e+01 3.635646e-06 3.000000e+00 -2.346318e-01
398 1.926361e-01 -6.649395e+01 8.914256e-06 -2.999999e+00 4.361550e-01
399 6.852554e-01 2.309514e+01 1.505233e-06 1.405816e-01 -8.697858e-02
400 4.344920e-01 6.798209e+01 6.486233e-07 -9.155575e-01 2.573868e-01
401 9.332882e-01 6.018794e+01 4.409976e-06 -1.458478e-01 -3.689255e-01
402 6.805937e-01 7.174643e+01 9.454909e-07 3.000000e+00 -1.227713e-01
403 1.396648e-01 -1.540614e+01 3.239331e-06 8.444255e-01 5.000000e-01
404 6.959611e-01 6.147817e+01 1.824849e-06 2.999916e+00 -1.110850e-01
405 2.145163e-01 5.695040e+01 5.867919e-06 3.000000e+00 4.999999e-01
406 6.419802e-01 5.531598e+01 2.426278e-06 -2.999985e+00 2.909709e-01
407 9.356233e-01 4.079682e+00 3.881588e-06 9.173209e-01 -1.822639e-01
408 9.991594e-01 6.920311e+01 1.821986e-06 -2.538502e+00 7.601327e-02
409 5.746163e-01 -8.799628e+01 2.028713e-06 2.999990e+00 -1.795222e-01
410 8.805843e-01 1.475655e+01 1.251472e-06 2.797119e+00 -1.132539e-01
411 6.905408e-01 3.196649e+01 6.087119e-06 -1.017225e+00 -7.619835e-02
412 8.155021e-01 2.069094e+01 3.654592e-06 -2.205648e-01 1.331942e-01
413 7.792458e-01 6.565079e+01 3.341917e-06 1.486593e+00 8.600002e-02
414 8.619798e-01 6.940551e+01 2.580978e-07 2.999930e+00 4.999885e-01
415 7.162443e-01 6.027266e+01 2.644808e-06 -7.609513e-01 -3.160586e-01
416 1.290359e+00 -7.195369e+01 1.500954e-05 -7.356624e-03 -3.739824e-01
417 7.159373e-01 7.290939e+01 1.454630e-06 3.000000e+00 -1.376659e-01
418 3.416190e-01 2.823501e+01 8.502481e-06 3.000000e+00 2.520550e-01
419 5.026353e-01 7.043964e+00 1.392695e-06 -1.104138e+00 1.023950e-01
420 7.794865e-01 8.078911e+01 1.635859e-06 -7.588586e-01 -4.058184e-01
421 8.227156e-01 7.943078e+01 1.405235e-06 3.000000e+00 1.257160e-01
422 5.962520e-01 7.002558e+01 2.687375e-06 3.000000e+00 -2.005758e-01
423 4.797769e-01 1.745369e+01 4.798583e-06 3.000000e+00 4.115207e-01
424 1.237872e+00 -2.899252e+01 1.119106e-05 -3.000000e+00 -1.015441e-01
425 2.739989e-01 -9.693076e+01 3.549531e-06 -2.999990e+00 4.234244e-01
426 7.262641e-01 -9.999751e+01 2.109201e-05 -4.652811e-01 -5.000000e-01
427 1.252131e+00 -3.637514e+01 6.820752e-06 -3.000000e+00 -1.120167e-01
428 1.092353e+00 -1.000000e+02 3.029560e-05 -3.000000e+00 -1.738098e-01
429 3.390777e-01 5.686870e+01 4.452755e-06 2.999999e+00 -6.937365e-02
430 5.391587e-01 7.457459e+01 1.864806e-06 2.999980e+00 -4.455384e-02
431 6.195382e-01 3.064400e+00 1.486182e-06 1.724223e+00 -9.715001e-03
432 1.240715e+00 8.117109e+01 2.706087e-07 -1.830082e+00 -1.810072e-01
433 6.543360e-01 6.102835e+01 2.924757e-06 -5.510740e-01 -6.661838e-02
434 1.136272e+00 -3.458813e+01 8.783546e-06 -3.000000e+00 1.412033e-02
435 5.766647e-01 4.718623e+01 1.828560e-05 -1.676312e+00 -2.474678e-01
436 7.509379e-01 6.150153e+01 3.009536e-06 2.811849e+00 -2.076995e-01
437 8.781962e-01 6.689327e+01 3.691751e-06 -1.689732e+00 -1.507868e-01
438 2.028514e-01 -9.994777e+01 1.320475e-06 2.982244e+00 4.999894e-01
439 7.014841e-01 5.634156e+01 7.136174e-06 3.000000e+00 1.602147e-01
440 1.049338e+00 7.623044e+01 2.704089e-06 -2.084311e-01 -2.933419e-02
441 7.300371e-01 6.233550e+01 1.827279e-06 -4.612349e-01 5.000000e-01
442 6.481891e-01 6.787335e+01 2.185836e-06 1.263991e+00 -3.182966e-01
443 7.106669e-01 -9.839690e+01 1.276907e-05 1.444349e-01 -4.336381e-01
444 1.056462e+00 -6.110283e+01 3.231874e-05 1.087842e-03 -4.489859e-01
445 8.445078e-01 6.805023e+01 2.447976e-06 2.999999e+00 1.586501e-01
446 7.960575e-01 -9.796670e+01 1.431020e-05 -2.999776e+00 1.826302e-01
447 7.352523e-01 5.721179e+01 1.420403e-05 -6.337363e-01 -2.646780e-01
448 1.144706e+00 -4.525348e+01 7.876641e-06 -2.999996e+00 -8.823357e-02
449 5.459743e-01 5.812267e+01 2.034911e-06 -2.478524e+00 -2.041474e-01
450 7.543758e-01 9.758641e+01 -9.819218e-06 -7.847171e-01 3.156895e-01
451 8.377486e-01 6.723578e+01 1.811782e-06 -3.026173e-01 -3.063553e-01
452 1.297023e+00 9.945818e+01 -8.917206e-05 -3.000000e+00 -3.363343e-02
453 4.868454e-01 7.107193e+01 1.556178e-06 1.560914e+00 4.999989e-01
454 8.861676e-01 -1.695031e+01 4.650694e-06 -6.530077e-02 -2.726642e-01
455 7.291680e-01 4.865598e+01 1.994905e-05 1.743518e+00 -2.485234e-01
456 1.088332e+00 8.885040e+01 2.168649e-06 2.999932e+00 1.589669e-01
457 3.031705e-01 -9.996402e+01 6.515340e-06 -9.886390e-01 -2.772185e-01
458 9.321344e-01 -3.600419e+01 9.768702e-06 -1.147744e-01 -3.897757e-01
459 6.151583e-01 -5.509987e+01 3.831596e-05 8.527454e-02 -5.000000e-01
460 2.154762e-01 5.279481e+01 7.565442e-06 3.000000e+00 4.999991e-01
461 4.422446e-01 1.230202e+01 1.300543e-06 2.999998e+00 4.999999e-01
462 5.143704e-01 8.497034e+01 1.800915e-06 2.999999e+00 1.959128e-01
463 6.616821e-01 5.064164e+01 2.161723e-06 1.456446e+00 -1.994821e-01
464 6.756598e-01 6.072803e+01 2.563323e-06 3.000000e+00 1.149034e-01
465 7.471259e-01 6.705429e+01 7.799737e-07 -2.999999e+00 4.999998e-01
466 6.391252e-01 -9.628720e+00 1.018277e-05 -4.923414e-03 -2.543451e-01
467 1.099319e+00 8.559692e+01 7.270389e-07 2.596025e+00 4.999491e-01
468 6.926511e-01 1.924937e+01 4.564674e-06 3.000000e+00 2.623241e-01
469 1.095754e+00 6.187883e+01 2.064127e-06 2.781526e-01 -3.464696e-01
470 6.900583e-01 6.850253e+01 1.728297e-06 -1.648801e+00 -2.545336e-01
471 1.500000e+00 -2.361408e+01 1.842044e-06 -3.000000e+00 -1.616848e-01
472 3.294151e-01 6.003361e+01 7.874719e-06 3.000000e+00 1.864792e-01
473 5.409464e-01 2.301584e+01 9.490508e-07 9.191224e-01 1.400406e-01
474 8.633881e-01 8.230874e+01 1.597372e-06 2.385930e+00 -2.374939e-01
475 4.401148e-01 4.387756e+01 7.904335e-06 3.000000e+00 1.142081e-01
476 9.776824e-01 4.504875e+01 2.578662e-06 -1.682405e+00 -4.036631e-02
477 4.287027e-01 7.268255e+01 5.790843e-06 3.000000e+00 2.438963e-01
478 2.892303e-01 -7.533841e+01 4.161260e-06 -2.991685e+00 -4.485015e-01
479 9.004212e-02 -4.540822e+01 3.411550e-06 2.965836e+00 -4.839908e-01
480 4.771958e-01 4.111643e+01 2.848190e-06 2.999999e+00 -4.422198e-02
481 5.778687e-01 -7.914128e+01 6.876782e-06 -2.298398e+00 6.476127e-03
482 5.003441e-01 4.927442e+01 9.005106e-06 -8.406035e-01 3.039871e-01
483 6.494356e-01 6.295491e+01 2.676288e-06 3.000000e+00 -9.805066e-02
484 7.936284e-01 5.296703e+01 1.531289e-06 2.999996e+00 -2.660191e-02
485 4.589591e-01 4.690761e+01 2.799769e-06 -2.709759e+00 1.714401e-01
486 6.790193e-01 5.722178e+01 5.545350e-06 -5.127619e-01 -3.370040e-02
487 4.201912e-01 -9.414219e+01 6.694695e-06 -8.696493e-01 -2.142333e-01
488 5.555042e-01 6.621534e+01 5.070664e-06 3.000000e+00 -1.751046e-01
489 2.140975e-01 5.784557e+01 2.421662e-06 3.000000e+00 -4.198477e-01
490 4.185075e-01 -9.856486e+01 1.124925e-05 3.000000e+00 -5.000000e-01
491 1.114128e+00 6.708787e+01 3.313797e-06 1.959809e-01 -1.931249e-01
492 4.596840e-01 5.286439e+01 2.680577e-06 2.999998e+00 1.071298e-01
493 4.952001e-01 -9.593181e+01 8.221075e-06 -1.473489e+00 -2.737378e-01
494 8.149842e-01 5.025593e+01 7.048923e-06 3.105433e-01 -2.288429e-01
495 7.216692e-01 6.263210e+01 1.446075e-06 -1.204272e+00 -3.703595e-01
496 6.813080e-01 5.374093e+01 7.771858e-06 -5.938216e-01 1.197158e-02
497 8.910052e-01 7.275203e+01 4.012619e-06 2.468218e-02 -1.443559e-01
498 3.411151e-01 -6.726762e+01 1.038058e-05 2.999969e+00 -7.249539e-02
499 7.294742e-01 -9.978011e+01 1.340601e-05 -3.000000e+00 -1.244237e-01
500 7.347456e-01 1.771055e+01 3.085338e-06 7.552286e-01 2.102154e-01
501 6.938859e-01 2.341368e+01 5.508328e-06 -2.188958e+00 2.596304e-01
502 4.939025e-01 -9.952138e+01 1.160205e-05 -6.621045e-01 -4.999999e-01
503 4.140456e-01 6.527818e+01 9.761033e-07 -1.197588e+00 1.232674e-03
504 5.818032e-01 1.173848e+01 1.173362e-06 2.999994e+00 1.754266e-01
505 3.942360e-01 5.103110e+01 2.369567e-05 4.320982e-01 -8.258350e-02
506 3.277786e-01 6.669971e+01 2.487702e-06 -1.494314e+00 1.056036e-01
507 4.248919e-01 9.646909e+00 2.571269e-06 -2.059296e+00 4.864876e-01
508 8.169545e-01 6.560854e+01 3.685361e-06 -1.103029e+00 -9.274996e-02
509 6.325909e-01 -2.347678e+00 6.840798e-06 -1.384361e+00 7.936435e-02
510 7.417183e-01 4.938707e+01 2.838530e-05 -9.924564e-01 6.622744e-02
511 1.175887e-01 -9.751619e+01 3.931859e-06 3.000000e+00 3.891638e-01
512 6.581896e-01 6.583029e+01 4.005526e-06 8.947107e-01 2.814486e-01
513 5.756481e-01 5.675027e+01 1.242743e-06 -2.313443e-01 2.797730e-02
514 6.676751e-01 5.463779e+01 3.629510e-06 -1.095504e+00 3.156849e-01
515 9.522678e-01 3.593545e+01 9.355332e-07 -6.836386e-02 -2.683754e-01
516 4.185484e-01 5.907199e+01 1.361314e-05 3.000000e+00 -8.757763e-02
517 3.223949e-01 1.712525e+01 5.103164e-06 3.000000e+00 4.999998e-01
518 9.468697e-02 -8.178872e+01 2.187484e-06 -2.999384e+00 3.097893e-01
519 8.061818e-01 -9.466740e+01 4.561158e-05 -8.194657e-02 -5.000000e-01
520 7.243780e-01 6.266167e+01 1.367911e-05 3.000000e+00 -7.849131e-02
521 6.271075e-01 6.665823e+01 3.288533e-06 2.999999e+00 -2.735418e-01
522 7.788144e-01 7.246173e+01 1.551211e-06 2.999933e+00 5.757475e-03
523 1.032946e+00 -1.000000e+02 1.831637e-05 -1.336972e-03 -3.228796e-01
524 9.333673e-01 6.240450e+01 4.771383e-06 -1.293281e-03 -3.703781e-01
525 7.901908e-01 7.351264e+01 2.065122e-06 3.000000e+00 -6.987245e-02
526 9.279143e-01 5.902632e+01 1.993968e-06 2.452279e-01 -2.684656e-01
527 6.412579e-01 6.734095e+01 1.669495e-06 1.563584e+00 -1.652703e-01
528 3.361109e-01 5.963552e+01 7.997497e-06 2.488817e+00 1.225872e-02
529 2.191295e-02 -5.574972e+01 1.204862e-05 1.704142e-01 4.999949e-01
530 7.481592e-01 1.210024e+01 1.539900e-06 2.999997e+00 -5.123301e-02
531 1.063384e+00 6.875734e+01 1.990687e-06 -1.309771e+00 -3.237286e-02
532 7.194776e-01 -5.122268e+01 4.304434e-05 -1.322609e-02 -5.000000e-01
533 4.748514e-01 7.040537e+01 3.100881e-06 3.000000e+00 1.125225e-01
534 1.030955e-02 9.650030e+01 9.429642e-04 9.230450e-06 4.960709e-01
535 1.946823e-01 -9.920434e+01 1.838172e-05 -2.842906e+00 1.542600e-01
536 1.441017e-01 1.557369e+01 2.119196e-05 3.000000e+00 4.302542e-01
537 8.131531e-01 -9.873042e+01 1.484309e-05 -1.142448e-02 -5.000000e-01
538 7.467692e-01 5.310313e+01 3.307470e-06 -1.619786e-01 -4.129836e-01
539 5.825844e-01 5.528440e+01 1.226104e-05 -3.000000e+00 -1.835708e-01
540 5.542513e-01 6.850720e+01 4.367730e-06 3.000000e+00 -2.688912e-01
541 9.397758e-01 6.391967e+01 3.520026e-06 8.671365e-02 -1.780165e-01
542 6.976299e-01 -4.136767e+01 1.341632e-05 9.346721e-02 -4.897203e-01
543 8.990160e-01 6.971731e+01 2.374600e-06 -8.959082e-01 1.934693e-01
544 7.013736e-01 6.110466e+01 6.409642e-06 1.989808e-01 -3.894224e-02
545 3.159037e-01 -9.423308e+01 5.968531e-06 -2.593787e+00 -6.529229e-02
546 6.608504e-01 1.225756e+01 2.119575e-06 2.999996e+00 1.478734e-01
547 6.373832e-01 4.115384e+01 1.022679e-06 -1.034636e+00 4.999995e-01
548 3.408289e-01 6.848169e+01 2.758744e-06 2.940558e+00 1.231600e-01
549 9.619829e-01 3.245576e+01 1.738894e-06 2.722181e+00 3.700817e-01
550 7.196326e-01 -5.498758e+01 2.233545e-05 -3.000000e+00 6.548149e-03
551 7.860732e-01 9.539565e+01 1.554296e-06 3.000000e+00 -2.428945e-01
552 7.152153e-01 6.517814e+01 3.443096e-06 -4.120078e-01 8.431493e-02
553 6.758757e-01 6.091418e+01 2.734227e-06 2.999999e+00 -2.459713e-02
554 1.129700e+00 -1.000000e+02 1.991836e-05 -2.978771e+00 -1.796696e-01
555 4.259538e-01 -8.146790e+01 1.783338e-05 -2.934336e+00 1.866480e-01
556 6.670172e-01 5.455434e+01 6.840889e-06 -7.849178e-01 2.021523e-01
557 4.447870e-01 2.887571e+01 3.111830e-06 3.000000e+00 4.851771e-02
558 5.150983e-01 6.285689e+01 3.199368e-06 3.000000e+00 2.370232e-02
559 4.636870e-01 7.197303e+01 1.741949e-06 2.116024e+00 -3.858587e-01
560 6.872663e-01 7.754991e+00 1.008764e-05 -4.814748e-01 1.547562e-01
561 6.970788e-01 6.238219e+01 3.554037e-06 -1.916702e+00 -4.702162e-02
562 4.654484e-01 5.498201e+01 3.699775e-06 3.000000e+00 1.992353e-01
563 7.256063e-01 6.546430e+01 2.135190e-06 3.000000e+00 3.199619e-01
564 9.827491e-01 7.015762e+01 3.080884e-06 -1.838294e-01 -2.009195e-01
565 3.343022e-01 5.756575e+01 3.662910e-06 -1.163436e+00 -1.762588e-01
566 9.928850e-01 3.889089e+01 9.623098e-07 1.852891e-01 -1.843191e-01
567 6.848950e-01 6.028928e+01 1.040552e-06 3.000000e+00 5.000000e-01
568 2.814656e-01 2.358140e+01 4.751040e-05 1.210011e+00 1.678015e-02
569 5.005208e-01 -9.236872e+01 1.478770e-05 1.847244e-01 -4.372039e-01
570 1.032766e+00 -4.103846e+01 1.534521e-05 -2.914292e+00 1.715834e-02
571 1.135104e+00 6.687751e+01 1.205957e-06 2.343752e+00 -2.003694e-01
572 8.019712e-01 -9.057401e+01 1.728357e-05 -5.225261e-02 -5.000000e-01
573 6.325755e-01 2.054963e+01 3.651437e-06 1.637742e+00 8.456244e-02
574 2.113765e-01 5.351845e+01 7.354328e-06 2.542340e+00 4.616575e-01
575 6.682869e-01 7.538817e+01 3.024218e-06 3.000000e+00 -2.435302e-01
576 6.972442e-01 -1.841358e+01 5.535743e-06 2.807522e+00 -7.417163e-02
577 9.546256e-01 7.263086e+01 1.779820e-06 -2.672010e+00 1.428948e-01
578 8.028534e-01 7.885723e+01 1.604015e-06 6.743412e-02 4.193962e-01
579 7.021480e-01 8.769898e+01 5.210321e-05 -1.608451e+00 -5.000000e-01
580 6.566458e-01 7.682442e+01 1.559586e-06 2.999990e+00 -6.352387e-02
581 6.135408e-01 7.039668e+01 1.875936e-06 2.999998e+00 -2.542410e-01
582 7.049782e-01 3.643347e+01 1.720892e-06 -1.087995e+00 1.454943e-01
583 9.441122e-01 4.879333e+01 3.165955e-06 -6.667275e-01 -3.189264e-02
584 8.205278e-01 8.075259e+01 -1.476762e-04 -1.767116e+00 -5.272535e-02
585 9.091846e-01 7.336935e+01 2.034072e-06 -5.668476e-01 1.151586e-01
586 4.245309e-01 -9.965889e+01 4.993381e-06 2.913489e+00 -4.999372e-01
587 4.348195e-01 5.900556e+01 1.704802e-06 2.999998e+00 3.080585e-01
588 1.329060e-01 -1.534107e+01 4.661239e-06 3.000000e+00 5.000000e-01
589 5.790933e-01 1.111870e+01 3.766343e-06 -8.740711e-01 2.020258e-01
590 4.866982e-01 5.531785e+01 3.801665e-06 3.000000e+00 -4.620284e-02
591 5.708895e-01 5.944467e+01 8.340983e-07 5.810738e-01 -4.363406e-01
592 6.853638e-01 6.327324e+01 6.435439e-06 3.000000e+00 -9.706851e-02
593 7.627991e-01 6.544019e+01 1.495156e-06 -1.989781e+00 -2.239385e-01
594 5.388897e-01 6.036919e+01 2.765797e-06 -2.808151e+00 -4.561995e-01
595 7.285695e-01 3.869539e+00 3.515879e-06 -1.100801e+00 4.945137e-03
596 1.052386e+00 -6.106835e+01 1.497277e-05 8.518633e-03 -1.923997e-01
597 7.564550e-01 6.834205e+01 1.858222e-06 3.167938e-01 2.428677e-01
598 7.139065e-01 -8.957506e+01 1.266882e-05 -2.991265e+00 -7.880336e-02
599 6.185580e-01 6.141477e+01 1.176389e-06 -3.000000e+00 -2.077759e-01
600 5.371424e-01 4.740308e+01 2.457013e-06 3.000000e+00 -3.135125e-01
601 7.195647e-01 6.275360e+01 4.845658e-06 3.493876e-01 -2.489899e-02
602 6.352421e-01 6.948669e+01 2.771928e-06 2.298651e+00 -9.715570e-02
603 5.015008e-01 -8.411811e+01 1.077247e-05 4.700115e-01 -4.117160e-01
604 1.080862e+00 -7.147197e+01 2.868865e-05 -1.064681e-01 -3.706091e-01
605 6.126674e-01 2.668738e+01 6.555438e-06 8.298230e-01 1.007822e-01
606 2.292347e-01 5.926449e+01 9.240705e-07 3.000000e+00 4.999999e-01
607 9.807911e-02 1.375130e+01 4.905926e-06 3.000000e+00 5.000000e-01
608 6.067686e-01 4.113891e+01 7.835693e-06 8.146447e-03 -9.634041e-02
609 8.609712e-01 8.393114e+01 -1.821485e-04 -1.430620e+00 -1.496814e-01
610 4.377434e-01 4.665962e+01 5.322844e-06 3.000000e+00 2.587133e-01
611 8.124417e-01 5.297037e+01 2.102130e-05 -2.100861e-01 -3.566076e-01
612 7.191870e-01 4.360956e+01 6.879417e-06 2.495054e+00 1.181919e-01
613 9.371948e-01 7.238360e+01 1.905392e-06 1.071252e+00 -3.107028e-01
614 9.499524e-01 7.000872e+01 2.229467e-06 -1.849462e-01 -3.430107e-01
615 7.204469e-01 -1.911845e+01 6.251140e-06 2.999985e+00 -1.050846e-02
616 7.272314e-01 -9.263237e+01 2.105038e-05 3.070598e-02 -5.000000e-01
617 4.011162e-01 2.700401e+01 3.054904e-05 -6.694518e-01 -1.780405e-01
618 5.194390e-01 6.075200e+01 2.799780e-06 3.000000e+00 -2.350337e-01
619 5.382018e-01 6.394323e+01 2.003123e-06 6.113334e-01 -2.744528e-01
620 1.101453e+00 -1.000000e+02 2.006499e-05 -2.999999e+00 -1.440489e-01
621 3.376965e-01 4.746387e+01 1.957095e-05 1.990216e+00 1.951988e-01
622 6.985216e-01 5.787398e+01 1.031834e-05 -1.096194e+00 8.935816e-02
623 6.450651e-01 9.611156e+01 1.008408e-06 2.999996e+00 -1.082681e-01
624 6.047517e-01 -1.777791e+00 1.281368e-06 2.999996e+00 -4.681726e-02
625 1.216521e+00 -3.647020e+01 2.253590e-05 -2.549986e+00 1.081807e-02
626 8.079008e-01 8.025945e+01 2.035037e-06 -1.105356e+00 4.366704e-01
627 5.458630e-01 -8.582268e+01 6.445327e-06 -2.999279e+00 4.996291e-01
628 6.635627e-01 1.752360e+01 1.886451e-06 -3.000000e+00 6.416937e-02
629 5.029436e-01 -7.833920e+01 2.450808e-05 9.553844e-01 -4.178454e-01
630 6.773443e-01 5.983173e+01 4.977017e-06 2.999996e+00 1.469762e-01
631 6.558002e-01 2.549231e+01 4.681197e-06 -9.550884e-01 -1.355967e-01
632 5.628333e-01 5.031572e+01 1.043634e-05 -5.831154e-02 -3.776256e-02
633 7.976149e-01 6.121161e+01 1.728719e-06 -8.885150e-01 -4.530561e-01
634 4.940345e-01 2.627398e+00 1.593270e-06 2.242003e+00 1.407951e-01
635 7.090019e-01 5.066971e+01 4.261351e-06 -1.206896e+00 -6.353743e-02
636 6.800605e-01 6.840281e+01 2.505849e-06 2.315756e+00 -2.278720e-01
637 9.846790e-01 7.878916e+01 2.809070e-06 -2.237567e+00 4.621701e-03
638 5.098240e-01 5.941936e+01 1.141969e-05 -7.724871e-01 -3.108121e-02
639 1.138703e+00 -4.420050e+01 1.597131e-05 -3.000000e+00 -8.508065e-02
640 5.766251e-01 2.717080e+01 8.328279e-06 9.157247e-01 -2.699521e-02
641 4.857475e-01 5.747498e+01 1.302863e-06 4.139806e-01 -2.145178e-01
642 4.305533e-01 5.087132e+01 6.250922e-05 1.986996e-01 -9.031800e-02
